Time,Valley Library Electricity (kWh)
Thu Nov 07 2019 06:15:00 GMT-0800 (Pacific Standard Time),69
Thu Nov 07 2019 06:00:00 GMT-0800 (Pacific Standard Time),71
Thu Nov 07 2019 05:45:00 GMT-0800 (Pacific Standard Time),76
Thu Nov 07 2019 05:30:00 GMT-0800 (Pacific Standard Time),61
Thu Nov 07 2019 05:15:00 GMT-0800 (Pacific Standard Time),57
Thu Nov 07 2019 05:00:00 GMT-0800 (Pacific Standard Time),57
Thu Nov 07 2019 04:45:00 GMT-0800 (Pacific Standard Time),59
Thu Nov 07 2019 04:30:00 GMT-0800 (Pacific Standard Time),57
Thu Nov 07 2019 04:15:00 GMT-0800 (Pacific Standard Time),58
Thu Nov 07 2019 04:00:00 GMT-0800 (Pacific Standard Time),58
Thu Nov 07 2019 03:45:00 GMT-0800 (Pacific Standard Time),57
Thu Nov 07 2019 03:30:00 GMT-0800 (Pacific Standard Time),58
Thu Nov 07 2019 03:15:00 GMT-0800 (Pacific Standard Time),59
Thu Nov 07 2019 03:00:00 GMT-0800 (Pacific Standard Time),57
Thu Nov 07 2019 02:45:00 GMT-0800 (Pacific Standard Time),59
Thu Nov 07 2019 02:30:00 GMT-0800 (Pacific Standard Time),58
Thu Nov 07 2019 02:15:00 GMT-0800 (Pacific Standard Time),58
Thu Nov 07 2019 02:00:00 GMT-0800 (Pacific Standard Time),59
Thu Nov 07 2019 01:45:00 GMT-0800 (Pacific Standard Time),58
Thu Nov 07 2019 01:30:00 GMT-0800 (Pacific Standard Time),59
Thu Nov 07 2019 01:15:00 GMT-0800 (Pacific Standard Time),60
Thu Nov 07 2019 01:00:00 GMT-0800 (Pacific Standard Time),58
Thu Nov 07 2019 00:45:00 GMT-0800 (Pacific Standard Time),60
Thu Nov 07 2019 00:30:00 GMT-0800 (Pacific Standard Time),60
Thu Nov 07 2019 00:15:00 GMT-0800 (Pacific Standard Time),61
Thu Nov 07 2019 00:00:00 GMT-0800 (Pacific Standard Time),62
Wed Nov 06 2019 23:45:00 GMT-0800 (Pacific Standard Time),62
Wed Nov 06 2019 23:30:00 GMT-0800 (Pacific Standard Time),62
Wed Nov 06 2019 23:15:00 GMT-0800 (Pacific Standard Time),62
Wed Nov 06 2019 23:00:00 GMT-0800 (Pacific Standard Time),76
Wed Nov 06 2019 22:45:00 GMT-0800 (Pacific Standard Time),78
Wed Nov 06 2019 22:30:00 GMT-0800 (Pacific Standard Time),78
Wed Nov 06 2019 22:15:00 GMT-0800 (Pacific Standard Time),78
Wed Nov 06 2019 22:00:00 GMT-0800 (Pacific Standard Time),81
Wed Nov 06 2019 21:45:00 GMT-0800 (Pacific Standard Time),80
Wed Nov 06 2019 21:30:00 GMT-0800 (Pacific Standard Time),79
Wed Nov 06 2019 21:15:00 GMT-0800 (Pacific Standard Time),80
Wed Nov 06 2019 21:00:00 GMT-0800 (Pacific Standard Time),81
Wed Nov 06 2019 20:45:00 GMT-0800 (Pacific Standard Time),79
Wed Nov 06 2019 20:30:00 GMT-0800 (Pacific Standard Time),79
Wed Nov 06 2019 20:15:00 GMT-0800 (Pacific Standard Time),79
Wed Nov 06 2019 20:00:00 GMT-0800 (Pacific Standard Time),80
Wed Nov 06 2019 19:45:00 GMT-0800 (Pacific Standard Time),82
Wed Nov 06 2019 19:30:00 GMT-0800 (Pacific Standard Time),80
Wed Nov 06 2019 19:15:00 GMT-0800 (Pacific Standard Time),80
Wed Nov 06 2019 19:00:00 GMT-0800 (Pacific Standard Time),79
Wed Nov 06 2019 18:45:00 GMT-0800 (Pacific Standard Time),79
Wed Nov 06 2019 18:30:00 GMT-0800 (Pacific Standard Time),80
Wed Nov 06 2019 18:15:00 GMT-0800 (Pacific Standard Time),79
Wed Nov 06 2019 18:00:00 GMT-0800 (Pacific Standard Time),80
Wed Nov 06 2019 17:45:00 GMT-0800 (Pacific Standard Time),83
Wed Nov 06 2019 17:30:00 GMT-0800 (Pacific Standard Time),84
Wed Nov 06 2019 17:15:00 GMT-0800 (Pacific Standard Time),86
Wed Nov 06 2019 17:00:00 GMT-0800 (Pacific Standard Time),86
Wed Nov 06 2019 16:45:00 GMT-0800 (Pacific Standard Time),88
Wed Nov 06 2019 16:30:00 GMT-0800 (Pacific Standard Time),88
Wed Nov 06 2019 16:15:00 GMT-0800 (Pacific Standard Time),88
Wed Nov 06 2019 16:00:00 GMT-0800 (Pacific Standard Time),91
Wed Nov 06 2019 15:45:00 GMT-0800 (Pacific Standard Time),90
Wed Nov 06 2019 15:30:00 GMT-0800 (Pacific Standard Time),92
Wed Nov 06 2019 15:15:00 GMT-0800 (Pacific Standard Time),92
Wed Nov 06 2019 15:00:00 GMT-0800 (Pacific Standard Time),91
Wed Nov 06 2019 14:45:00 GMT-0800 (Pacific Standard Time),91
Wed Nov 06 2019 14:30:00 GMT-0800 (Pacific Standard Time),92
Wed Nov 06 2019 14:15:00 GMT-0800 (Pacific Standard Time),90
Wed Nov 06 2019 14:00:00 GMT-0800 (Pacific Standard Time),94
Wed Nov 06 2019 13:45:00 GMT-0800 (Pacific Standard Time),91
Wed Nov 06 2019 13:30:00 GMT-0800 (Pacific Standard Time),91
Wed Nov 06 2019 13:15:00 GMT-0800 (Pacific Standard Time),92
Wed Nov 06 2019 13:00:00 GMT-0800 (Pacific Standard Time),91
Wed Nov 06 2019 12:45:00 GMT-0800 (Pacific Standard Time),89
Wed Nov 06 2019 12:30:00 GMT-0800 (Pacific Standard Time),91
Wed Nov 06 2019 12:15:00 GMT-0800 (Pacific Standard Time),94
Wed Nov 06 2019 12:00:00 GMT-0800 (Pacific Standard Time),93
Wed Nov 06 2019 11:45:00 GMT-0800 (Pacific Standard Time),91
Wed Nov 06 2019 11:30:00 GMT-0800 (Pacific Standard Time),89
Wed Nov 06 2019 11:15:00 GMT-0800 (Pacific Standard Time),87
Wed Nov 06 2019 11:00:00 GMT-0800 (Pacific Standard Time),85
Wed Nov 06 2019 10:45:00 GMT-0800 (Pacific Standard Time),85
Wed Nov 06 2019 10:30:00 GMT-0800 (Pacific Standard Time),84
Wed Nov 06 2019 10:15:00 GMT-0800 (Pacific Standard Time),93
Wed Nov 06 2019 10:00:00 GMT-0800 (Pacific Standard Time),84
Wed Nov 06 2019 09:45:00 GMT-0800 (Pacific Standard Time),77
Wed Nov 06 2019 09:30:00 GMT-0800 (Pacific Standard Time),74
Wed Nov 06 2019 09:15:00 GMT-0800 (Pacific Standard Time),75
Wed Nov 06 2019 09:00:00 GMT-0800 (Pacific Standard Time),83
Wed Nov 06 2019 08:45:00 GMT-0800 (Pacific Standard Time),78
Wed Nov 06 2019 08:30:00 GMT-0800 (Pacific Standard Time),76
Wed Nov 06 2019 08:15:00 GMT-0800 (Pacific Standard Time),76
Wed Nov 06 2019 08:00:00 GMT-0800 (Pacific Standard Time),76
Wed Nov 06 2019 07:45:00 GMT-0800 (Pacific Standard Time),73
Wed Nov 06 2019 07:30:00 GMT-0800 (Pacific Standard Time),75
Wed Nov 06 2019 07:15:00 GMT-0800 (Pacific Standard Time),73
Wed Nov 06 2019 07:00:00 GMT-0800 (Pacific Standard Time),69
Wed Nov 06 2019 06:45:00 GMT-0800 (Pacific Standard Time),71
Wed Nov 06 2019 06:30:00 GMT-0800 (Pacific Standard Time),72
Wed Nov 06 2019 06:15:00 GMT-0800 (Pacific Standard Time),70
Wed Nov 06 2019 06:00:00 GMT-0800 (Pacific Standard Time),74
Wed Nov 06 2019 05:45:00 GMT-0800 (Pacific Standard Time),72
Wed Nov 06 2019 05:30:00 GMT-0800 (Pacific Standard Time),60
Wed Nov 06 2019 05:15:00 GMT-0800 (Pacific Standard Time),58
Wed Nov 06 2019 05:00:00 GMT-0800 (Pacific Standard Time),57
Wed Nov 06 2019 04:45:00 GMT-0800 (Pacific Standard Time),58
Wed Nov 06 2019 04:30:00 GMT-0800 (Pacific Standard Time),59
Wed Nov 06 2019 04:15:00 GMT-0800 (Pacific Standard Time),57
Wed Nov 06 2019 04:00:00 GMT-0800 (Pacific Standard Time),58
Wed Nov 06 2019 03:45:00 GMT-0800 (Pacific Standard Time),58
Wed Nov 06 2019 03:30:00 GMT-0800 (Pacific Standard Time),58
Wed Nov 06 2019 03:15:00 GMT-0800 (Pacific Standard Time),58
Wed Nov 06 2019 03:00:00 GMT-0800 (Pacific Standard Time),59
Wed Nov 06 2019 02:45:00 GMT-0800 (Pacific Standard Time),57
Wed Nov 06 2019 02:30:00 GMT-0800 (Pacific Standard Time),60
Wed Nov 06 2019 02:15:00 GMT-0800 (Pacific Standard Time),59
Wed Nov 06 2019 02:00:00 GMT-0800 (Pacific Standard Time),59
Wed Nov 06 2019 01:45:00 GMT-0800 (Pacific Standard Time),61
Wed Nov 06 2019 01:30:00 GMT-0800 (Pacific Standard Time),60
Wed Nov 06 2019 01:15:00 GMT-0800 (Pacific Standard Time),62
Wed Nov 06 2019 01:00:00 GMT-0800 (Pacific Standard Time),62
Wed Nov 06 2019 00:45:00 GMT-0800 (Pacific Standard Time),64
Wed Nov 06 2019 00:30:00 GMT-0800 (Pacific Standard Time),62
Wed Nov 06 2019 00:15:00 GMT-0800 (Pacific Standard Time),66
Wed Nov 06 2019 00:00:00 GMT-0800 (Pacific Standard Time),63
Tue Nov 05 2019 23:45:00 GMT-0800 (Pacific Standard Time),64
Tue Nov 05 2019 23:30:00 GMT-0800 (Pacific Standard Time),65
Tue Nov 05 2019 23:15:00 GMT-0800 (Pacific Standard Time),67
Tue Nov 05 2019 23:00:00 GMT-0800 (Pacific Standard Time),79
Tue Nov 05 2019 22:45:00 GMT-0800 (Pacific Standard Time),82
Tue Nov 05 2019 22:30:00 GMT-0800 (Pacific Standard Time),82
Tue Nov 05 2019 22:15:00 GMT-0800 (Pacific Standard Time),83
Tue Nov 05 2019 22:00:00 GMT-0800 (Pacific Standard Time),81
Tue Nov 05 2019 21:45:00 GMT-0800 (Pacific Standard Time),80
Tue Nov 05 2019 21:30:00 GMT-0800 (Pacific Standard Time),80
Tue Nov 05 2019 21:15:00 GMT-0800 (Pacific Standard Time),80
Tue Nov 05 2019 21:00:00 GMT-0800 (Pacific Standard Time),81
Tue Nov 05 2019 20:45:00 GMT-0800 (Pacific Standard Time),80
Tue Nov 05 2019 20:30:00 GMT-0800 (Pacific Standard Time),80
Tue Nov 05 2019 20:15:00 GMT-0800 (Pacific Standard Time),80
Tue Nov 05 2019 20:00:00 GMT-0800 (Pacific Standard Time),80
Tue Nov 05 2019 19:45:00 GMT-0800 (Pacific Standard Time),81
Tue Nov 05 2019 19:30:00 GMT-0800 (Pacific Standard Time),80
Tue Nov 05 2019 19:15:00 GMT-0800 (Pacific Standard Time),81
Tue Nov 05 2019 19:00:00 GMT-0800 (Pacific Standard Time),81
Tue Nov 05 2019 18:45:00 GMT-0800 (Pacific Standard Time),81
Tue Nov 05 2019 18:30:00 GMT-0800 (Pacific Standard Time),80
Tue Nov 05 2019 18:15:00 GMT-0800 (Pacific Standard Time),81
Tue Nov 05 2019 18:00:00 GMT-0800 (Pacific Standard Time),82
Tue Nov 05 2019 17:45:00 GMT-0800 (Pacific Standard Time),82
Tue Nov 05 2019 17:30:00 GMT-0800 (Pacific Standard Time),84
Tue Nov 05 2019 17:15:00 GMT-0800 (Pacific Standard Time),84
Tue Nov 05 2019 17:00:00 GMT-0800 (Pacific Standard Time),87
Tue Nov 05 2019 16:45:00 GMT-0800 (Pacific Standard Time),88
Tue Nov 05 2019 16:30:00 GMT-0800 (Pacific Standard Time),89
Tue Nov 05 2019 16:15:00 GMT-0800 (Pacific Standard Time),90
Tue Nov 05 2019 16:00:00 GMT-0800 (Pacific Standard Time),88
Tue Nov 05 2019 15:45:00 GMT-0800 (Pacific Standard Time),89
Tue Nov 05 2019 15:30:00 GMT-0800 (Pacific Standard Time),88
Tue Nov 05 2019 15:15:00 GMT-0800 (Pacific Standard Time),88
Tue Nov 05 2019 15:00:00 GMT-0800 (Pacific Standard Time),87
Tue Nov 05 2019 14:45:00 GMT-0800 (Pacific Standard Time),88
Tue Nov 05 2019 14:30:00 GMT-0800 (Pacific Standard Time),89
Tue Nov 05 2019 14:15:00 GMT-0800 (Pacific Standard Time),89
Tue Nov 05 2019 14:00:00 GMT-0800 (Pacific Standard Time),89
Tue Nov 05 2019 13:45:00 GMT-0800 (Pacific Standard Time),88
Tue Nov 05 2019 13:30:00 GMT-0800 (Pacific Standard Time),87
Tue Nov 05 2019 13:15:00 GMT-0800 (Pacific Standard Time),88
Tue Nov 05 2019 13:00:00 GMT-0800 (Pacific Standard Time),86
Tue Nov 05 2019 12:45:00 GMT-0800 (Pacific Standard Time),88
Tue Nov 05 2019 12:30:00 GMT-0800 (Pacific Standard Time),92
Tue Nov 05 2019 12:15:00 GMT-0800 (Pacific Standard Time),92
Tue Nov 05 2019 12:00:00 GMT-0800 (Pacific Standard Time),90
Tue Nov 05 2019 11:45:00 GMT-0800 (Pacific Standard Time),89
Tue Nov 05 2019 11:30:00 GMT-0800 (Pacific Standard Time),90
Tue Nov 05 2019 11:15:00 GMT-0800 (Pacific Standard Time),88
Tue Nov 05 2019 11:00:00 GMT-0800 (Pacific Standard Time),86
Tue Nov 05 2019 10:45:00 GMT-0800 (Pacific Standard Time),80
Tue Nov 05 2019 10:30:00 GMT-0800 (Pacific Standard Time),76
Tue Nov 05 2019 10:15:00 GMT-0800 (Pacific Standard Time),78
Tue Nov 05 2019 10:00:00 GMT-0800 (Pacific Standard Time),85
Tue Nov 05 2019 09:45:00 GMT-0800 (Pacific Standard Time),78
Tue Nov 05 2019 09:30:00 GMT-0800 (Pacific Standard Time),73
Tue Nov 05 2019 09:15:00 GMT-0800 (Pacific Standard Time),74
Tue Nov 05 2019 09:00:00 GMT-0800 (Pacific Standard Time),76
Tue Nov 05 2019 08:45:00 GMT-0800 (Pacific Standard Time),76
Tue Nov 05 2019 08:30:00 GMT-0800 (Pacific Standard Time),79
Tue Nov 05 2019 08:15:00 GMT-0800 (Pacific Standard Time),76
Tue Nov 05 2019 08:00:00 GMT-0800 (Pacific Standard Time),72
Tue Nov 05 2019 07:45:00 GMT-0800 (Pacific Standard Time),69
Tue Nov 05 2019 07:30:00 GMT-0800 (Pacific Standard Time),69
Tue Nov 05 2019 07:15:00 GMT-0800 (Pacific Standard Time),73
Tue Nov 05 2019 07:00:00 GMT-0800 (Pacific Standard Time),76
Tue Nov 05 2019 06:45:00 GMT-0800 (Pacific Standard Time),71
Tue Nov 05 2019 06:30:00 GMT-0800 (Pacific Standard Time),71
Tue Nov 05 2019 06:15:00 GMT-0800 (Pacific Standard Time),69
Tue Nov 05 2019 06:00:00 GMT-0800 (Pacific Standard Time),73
Tue Nov 05 2019 05:45:00 GMT-0800 (Pacific Standard Time),74
Tue Nov 05 2019 05:30:00 GMT-0800 (Pacific Standard Time),61
Tue Nov 05 2019 05:15:00 GMT-0800 (Pacific Standard Time),59
Tue Nov 05 2019 05:00:00 GMT-0800 (Pacific Standard Time),58
Tue Nov 05 2019 04:45:00 GMT-0800 (Pacific Standard Time),59
Tue Nov 05 2019 04:30:00 GMT-0800 (Pacific Standard Time),58
Tue Nov 05 2019 04:15:00 GMT-0800 (Pacific Standard Time),57
Tue Nov 05 2019 04:00:00 GMT-0800 (Pacific Standard Time),59
Tue Nov 05 2019 03:45:00 GMT-0800 (Pacific Standard Time),59
Tue Nov 05 2019 03:30:00 GMT-0800 (Pacific Standard Time),59
Tue Nov 05 2019 03:15:00 GMT-0800 (Pacific Standard Time),60
Tue Nov 05 2019 03:00:00 GMT-0800 (Pacific Standard Time),58
Tue Nov 05 2019 02:45:00 GMT-0800 (Pacific Standard Time),59
Tue Nov 05 2019 02:30:00 GMT-0800 (Pacific Standard Time),60
Tue Nov 05 2019 02:15:00 GMT-0800 (Pacific Standard Time),58
Tue Nov 05 2019 02:00:00 GMT-0800 (Pacific Standard Time),60
Tue Nov 05 2019 01:45:00 GMT-0800 (Pacific Standard Time),60
Tue Nov 05 2019 01:30:00 GMT-0800 (Pacific Standard Time),59
Tue Nov 05 2019 01:15:00 GMT-0800 (Pacific Standard Time),60
Tue Nov 05 2019 01:00:00 GMT-0800 (Pacific Standard Time),59
Tue Nov 05 2019 00:45:00 GMT-0800 (Pacific Standard Time),62
Tue Nov 05 2019 00:30:00 GMT-0800 (Pacific Standard Time),61
Tue Nov 05 2019 00:15:00 GMT-0800 (Pacific Standard Time),64
Tue Nov 05 2019 00:00:00 GMT-0800 (Pacific Standard Time),63
Mon Nov 04 2019 23:45:00 GMT-0800 (Pacific Standard Time),65
Mon Nov 04 2019 23:30:00 GMT-0800 (Pacific Standard Time),63
Mon Nov 04 2019 23:15:00 GMT-0800 (Pacific Standard Time),66
Mon Nov 04 2019 23:00:00 GMT-0800 (Pacific Standard Time),80
Mon Nov 04 2019 22:45:00 GMT-0800 (Pacific Standard Time),83
Mon Nov 04 2019 22:30:00 GMT-0800 (Pacific Standard Time),82
Mon Nov 04 2019 22:15:00 GMT-0800 (Pacific Standard Time),82
Mon Nov 04 2019 22:00:00 GMT-0800 (Pacific Standard Time),81
Mon Nov 04 2019 21:45:00 GMT-0800 (Pacific Standard Time),81
Mon Nov 04 2019 21:30:00 GMT-0800 (Pacific Standard Time),80
Mon Nov 04 2019 21:15:00 GMT-0800 (Pacific Standard Time),80
Mon Nov 04 2019 21:00:00 GMT-0800 (Pacific Standard Time),82
Mon Nov 04 2019 20:45:00 GMT-0800 (Pacific Standard Time),81
Mon Nov 04 2019 20:30:00 GMT-0800 (Pacific Standard Time),83
Mon Nov 04 2019 20:15:00 GMT-0800 (Pacific Standard Time),80
Mon Nov 04 2019 20:00:00 GMT-0800 (Pacific Standard Time),82
Mon Nov 04 2019 19:45:00 GMT-0800 (Pacific Standard Time),81
Mon Nov 04 2019 19:30:00 GMT-0800 (Pacific Standard Time),81
Mon Nov 04 2019 19:15:00 GMT-0800 (Pacific Standard Time),83
Mon Nov 04 2019 19:00:00 GMT-0800 (Pacific Standard Time),81
Mon Nov 04 2019 18:45:00 GMT-0800 (Pacific Standard Time),82
Mon Nov 04 2019 18:30:00 GMT-0800 (Pacific Standard Time),83
Mon Nov 04 2019 18:15:00 GMT-0800 (Pacific Standard Time),83
Mon Nov 04 2019 18:00:00 GMT-0800 (Pacific Standard Time),82
Mon Nov 04 2019 17:45:00 GMT-0800 (Pacific Standard Time),85
Mon Nov 04 2019 17:30:00 GMT-0800 (Pacific Standard Time),86
Mon Nov 04 2019 17:15:00 GMT-0800 (Pacific Standard Time),87
Mon Nov 04 2019 17:00:00 GMT-0800 (Pacific Standard Time),87
Mon Nov 04 2019 16:45:00 GMT-0800 (Pacific Standard Time),90
Mon Nov 04 2019 16:30:00 GMT-0800 (Pacific Standard Time),92
Mon Nov 04 2019 16:15:00 GMT-0800 (Pacific Standard Time),94
Mon Nov 04 2019 16:00:00 GMT-0800 (Pacific Standard Time),99
Mon Nov 04 2019 15:45:00 GMT-0800 (Pacific Standard Time),98
Mon Nov 04 2019 15:30:00 GMT-0800 (Pacific Standard Time),99
Mon Nov 04 2019 15:15:00 GMT-0800 (Pacific Standard Time),100
Mon Nov 04 2019 15:00:00 GMT-0800 (Pacific Standard Time),99
Mon Nov 04 2019 14:45:00 GMT-0800 (Pacific Standard Time),99
Mon Nov 04 2019 14:30:00 GMT-0800 (Pacific Standard Time),99
Mon Nov 04 2019 14:15:00 GMT-0800 (Pacific Standard Time),99
Mon Nov 04 2019 14:00:00 GMT-0800 (Pacific Standard Time),98
Mon Nov 04 2019 13:45:00 GMT-0800 (Pacific Standard Time),99
Mon Nov 04 2019 13:30:00 GMT-0800 (Pacific Standard Time),98
Mon Nov 04 2019 13:15:00 GMT-0800 (Pacific Standard Time),97
Mon Nov 04 2019 13:00:00 GMT-0800 (Pacific Standard Time),96
Mon Nov 04 2019 12:45:00 GMT-0800 (Pacific Standard Time),95
Mon Nov 04 2019 12:30:00 GMT-0800 (Pacific Standard Time),97
Mon Nov 04 2019 12:15:00 GMT-0800 (Pacific Standard Time),96
Mon Nov 04 2019 12:00:00 GMT-0800 (Pacific Standard Time),92
Mon Nov 04 2019 11:45:00 GMT-0800 (Pacific Standard Time),95
Mon Nov 04 2019 11:30:00 GMT-0800 (Pacific Standard Time),94
Mon Nov 04 2019 11:15:00 GMT-0800 (Pacific Standard Time),93
Mon Nov 04 2019 11:00:00 GMT-0800 (Pacific Standard Time),90
Mon Nov 04 2019 10:45:00 GMT-0800 (Pacific Standard Time),87
Mon Nov 04 2019 10:30:00 GMT-0800 (Pacific Standard Time),80
Mon Nov 04 2019 10:15:00 GMT-0800 (Pacific Standard Time),76
Mon Nov 04 2019 10:00:00 GMT-0800 (Pacific Standard Time),72
Mon Nov 04 2019 09:45:00 GMT-0800 (Pacific Standard Time),77
Mon Nov 04 2019 09:30:00 GMT-0800 (Pacific Standard Time),82
Mon Nov 04 2019 09:15:00 GMT-0800 (Pacific Standard Time),81
Mon Nov 04 2019 09:00:00 GMT-0800 (Pacific Standard Time),73
Mon Nov 04 2019 08:45:00 GMT-0800 (Pacific Standard Time),72
Mon Nov 04 2019 08:30:00 GMT-0800 (Pacific Standard Time),76
Mon Nov 04 2019 08:15:00 GMT-0800 (Pacific Standard Time),76
Mon Nov 04 2019 08:00:00 GMT-0800 (Pacific Standard Time),77
Mon Nov 04 2019 07:45:00 GMT-0800 (Pacific Standard Time),69
Mon Nov 04 2019 07:30:00 GMT-0800 (Pacific Standard Time),67
Mon Nov 04 2019 07:15:00 GMT-0800 (Pacific Standard Time),68
Mon Nov 04 2019 07:00:00 GMT-0800 (Pacific Standard Time),74
Mon Nov 04 2019 06:45:00 GMT-0800 (Pacific Standard Time),75
Mon Nov 04 2019 06:30:00 GMT-0800 (Pacific Standard Time),70
Mon Nov 04 2019 06:15:00 GMT-0800 (Pacific Standard Time),68
Mon Nov 04 2019 06:00:00 GMT-0800 (Pacific Standard Time),64
Mon Nov 04 2019 05:45:00 GMT-0800 (Pacific Standard Time),72
Mon Nov 04 2019 05:30:00 GMT-0800 (Pacific Standard Time),72
Mon Nov 04 2019 05:15:00 GMT-0800 (Pacific Standard Time),56
Mon Nov 04 2019 05:00:00 GMT-0800 (Pacific Standard Time),60
Mon Nov 04 2019 04:45:00 GMT-0800 (Pacific Standard Time),56
Mon Nov 04 2019 04:30:00 GMT-0800 (Pacific Standard Time),57
Mon Nov 04 2019 04:15:00 GMT-0800 (Pacific Standard Time),58
Mon Nov 04 2019 04:00:00 GMT-0800 (Pacific Standard Time),56
Mon Nov 04 2019 03:45:00 GMT-0800 (Pacific Standard Time),58
Mon Nov 04 2019 03:30:00 GMT-0800 (Pacific Standard Time),58
Mon Nov 04 2019 03:15:00 GMT-0800 (Pacific Standard Time),56
Mon Nov 04 2019 03:00:00 GMT-0800 (Pacific Standard Time),58
Mon Nov 04 2019 02:45:00 GMT-0800 (Pacific Standard Time),58
Mon Nov 04 2019 02:30:00 GMT-0800 (Pacific Standard Time),57
Mon Nov 04 2019 02:15:00 GMT-0800 (Pacific Standard Time),57
Mon Nov 04 2019 02:00:00 GMT-0800 (Pacific Standard Time),58
Mon Nov 04 2019 01:45:00 GMT-0800 (Pacific Standard Time),58
Mon Nov 04 2019 01:30:00 GMT-0800 (Pacific Standard Time),60
Mon Nov 04 2019 01:15:00 GMT-0800 (Pacific Standard Time),57
Mon Nov 04 2019 01:00:00 GMT-0800 (Pacific Standard Time),58
Mon Nov 04 2019 00:45:00 GMT-0800 (Pacific Standard Time),60
Mon Nov 04 2019 00:30:00 GMT-0800 (Pacific Standard Time),58
Mon Nov 04 2019 00:15:00 GMT-0800 (Pacific Standard Time),59
Mon Nov 04 2019 00:00:00 GMT-0800 (Pacific Standard Time),60
Sun Nov 03 2019 23:45:00 GMT-0800 (Pacific Standard Time),60
Sun Nov 03 2019 23:30:00 GMT-0800 (Pacific Standard Time),61
Sun Nov 03 2019 23:15:00 GMT-0800 (Pacific Standard Time),63
Sun Nov 03 2019 23:00:00 GMT-0800 (Pacific Standard Time),76
Sun Nov 03 2019 22:45:00 GMT-0800 (Pacific Standard Time),77
Sun Nov 03 2019 22:30:00 GMT-0800 (Pacific Standard Time),80
Sun Nov 03 2019 22:15:00 GMT-0800 (Pacific Standard Time),79
Sun Nov 03 2019 22:00:00 GMT-0800 (Pacific Standard Time),81
Sun Nov 03 2019 21:45:00 GMT-0800 (Pacific Standard Time),80
Sun Nov 03 2019 21:30:00 GMT-0800 (Pacific Standard Time),79
Sun Nov 03 2019 21:15:00 GMT-0800 (Pacific Standard Time),81
Sun Nov 03 2019 21:00:00 GMT-0800 (Pacific Standard Time),80
Sun Nov 03 2019 20:45:00 GMT-0800 (Pacific Standard Time),80
Sun Nov 03 2019 20:30:00 GMT-0800 (Pacific Standard Time),80
Sun Nov 03 2019 20:15:00 GMT-0800 (Pacific Standard Time),81
Sun Nov 03 2019 20:00:00 GMT-0800 (Pacific Standard Time),81
Sun Nov 03 2019 19:45:00 GMT-0800 (Pacific Standard Time),81
Sun Nov 03 2019 19:30:00 GMT-0800 (Pacific Standard Time),80
Sun Nov 03 2019 19:15:00 GMT-0800 (Pacific Standard Time),82
Sun Nov 03 2019 19:00:00 GMT-0800 (Pacific Standard Time),83
Sun Nov 03 2019 18:45:00 GMT-0800 (Pacific Standard Time),82
Sun Nov 03 2019 18:30:00 GMT-0800 (Pacific Standard Time),83
Sun Nov 03 2019 18:15:00 GMT-0800 (Pacific Standard Time),82
Sun Nov 03 2019 18:00:00 GMT-0800 (Pacific Standard Time),82
Sun Nov 03 2019 17:45:00 GMT-0800 (Pacific Standard Time),83
Sun Nov 03 2019 17:30:00 GMT-0800 (Pacific Standard Time),83
Sun Nov 03 2019 17:15:00 GMT-0800 (Pacific Standard Time),85
Sun Nov 03 2019 17:00:00 GMT-0800 (Pacific Standard Time),83
Sun Nov 03 2019 16:45:00 GMT-0800 (Pacific Standard Time),84
Sun Nov 03 2019 16:30:00 GMT-0800 (Pacific Standard Time),83
Sun Nov 03 2019 16:15:00 GMT-0800 (Pacific Standard Time),83
Sun Nov 03 2019 16:00:00 GMT-0800 (Pacific Standard Time),83
Sun Nov 03 2019 15:45:00 GMT-0800 (Pacific Standard Time),87
Sun Nov 03 2019 15:30:00 GMT-0800 (Pacific Standard Time),89
Sun Nov 03 2019 15:15:00 GMT-0800 (Pacific Standard Time),90
Sun Nov 03 2019 15:00:00 GMT-0800 (Pacific Standard Time),91
Sun Nov 03 2019 14:45:00 GMT-0800 (Pacific Standard Time),89
Sun Nov 03 2019 14:30:00 GMT-0800 (Pacific Standard Time),89
Sun Nov 03 2019 14:15:00 GMT-0800 (Pacific Standard Time),89
Sun Nov 03 2019 14:00:00 GMT-0800 (Pacific Standard Time),89
Sun Nov 03 2019 13:45:00 GMT-0800 (Pacific Standard Time),88
Sun Nov 03 2019 13:30:00 GMT-0800 (Pacific Standard Time),87
Sun Nov 03 2019 13:15:00 GMT-0800 (Pacific Standard Time),85
Sun Nov 03 2019 13:00:00 GMT-0800 (Pacific Standard Time),84
Sun Nov 03 2019 12:45:00 GMT-0800 (Pacific Standard Time),82
Sun Nov 03 2019 12:30:00 GMT-0800 (Pacific Standard Time),78
Sun Nov 03 2019 12:15:00 GMT-0800 (Pacific Standard Time),77
Sun Nov 03 2019 12:00:00 GMT-0800 (Pacific Standard Time),77
Sun Nov 03 2019 11:45:00 GMT-0800 (Pacific Standard Time),86
Sun Nov 03 2019 11:30:00 GMT-0800 (Pacific Standard Time),79
Sun Nov 03 2019 11:15:00 GMT-0800 (Pacific Standard Time),71
Sun Nov 03 2019 11:00:00 GMT-0800 (Pacific Standard Time),67
Sun Nov 03 2019 10:45:00 GMT-0800 (Pacific Standard Time),67
